Title,Opening Date,Closing Date,Days Played,Company,Series,Category,Year,Season,Notes,Lost,Country,Genre
A Bay of Blood,2012-10-27,2012-10-27,1,Belcourt Theatre,12 Hours of Terror,Film,2012,,,,,
Society,2012-10-27,2012-10-27,1,Belcourt Theatre,12 Hours of Terror,Film,2012,,,,,
Demons,2012-10-27,2012-10-27,1,Belcourt Theatre,12 Hours of Terror,Film,2012,,,,,
Detention,2012-10-27,2012-10-27,1,Belcourt Theatre,12 Hours of Terror,Film,2012,,,,,
The Handmaid's Tale,2012-10-28,2012-10-28,1,Belcourt Theatre,,Film,2012,,,,,
The Black Cat and the Bride of Frankenstein Double Feature,2012-10-28,2012-10-29,2,Belcourt Theatre,,Film,2012,,,,,
Step Up to the Plate,2012-10-29,2012-10-30,2,Belcourt Theatre,,Film,2012,,,,,
Beauty is Embaressing,2012-10-30,2012-11-01,3,Belcourt Theatre,,Film,2012,,,,,
Creature From the Black Lagoon in 3D,2012-10-31,2012-10-31,1,Belcourt Theatre,,Film,2012,,,,,
The Paperboy,2012-11-02,2012-11-29,28,Belcourt Theatre,,Film,2012,,,,,
Keep the Lights On,2012-11-02,2012-11-08,7,Belcourt Theatre,,Film,2012,,,,,
Wuthering Heights,2012-11-02,2012-11-08,7,Belcourt Theatre,,Film,2012,,,,,
Wake in Fright,2012-11-09,2012-11-15,7,Belcourt Theatre,,Film,2012,,,,,
Miami Connection,2012-11-09,2012-11-24,16,Belcourt Theatre,,Film,2012,,,,,
Led Zeppelin: Celebration Day,2012-11-13,2012-11-13,1,Belcourt Theatre,,Film,2012,,,,,
Middle of Nowhere,2012-11-16,2012-11-22,7,Belcourt Theatre,,Film,2012,,,,,
Holy Motors,2012-11-16,2012-12-04,19,Belcourt Theatre,,Film,2012,,,,,
La Dolce Vita,2012-11-17,2012-11-18,2,Belcourt Theatre,,Film,2012,,,,,
Indelible: The Case Against Jeffrey Womack,2012-11-19,2012-11-19,1,Belcourt Theatre,,Film,2012,,,,,
A Late Quartet,2012-11-21,2012-12-06,16,Belcourt Theatre,,Film,2012,,,,,
Red Dawn,2012-11-23,2012-11-24,2,Belcourt Theatre,,Film,2012,,,,,
Grand Illusion,2012-11-24,2012-11-25,2,Belcourt Theatre,,Film,2012,,,,,
Knuckleball!,2012-11-29,2012-12-06,8,Belcourt Theatre,,Film,2012,,,,,
The Black Hole,2012-12-01,2012-12-01,1,Belcourt Theatre,,Film,2012,,,,,
The Great Silence,2012-12-02,2012-12-02,1,Belcourt Theatre,,Film,2012,,,,,
Navajo Joe,2012-12-05,2012-12-06,2,Belcourt Theatre,,Film,2012,,,,,
The Loneliest Planet,2012-12-07,2012-12-16,10,Belcourt Theatre,,Film,2012,,,,,
A Royal Affair,2012-12-07,2012-12-20,14,Belcourt Theatre,,Film,2012,,,,,
The Sessions,2012-12-07,2012-12-27,21,Belcourt Theatre,,Film,2012,,,,,
The Room,2012-12-07,2012-12-08,2,Belcourt Theatre,,Film,2012,,,,,
The Mercenary,2012-12-08,2012-12-09,2,Belcourt Theatre,,Film,2012,,,,,
Django,2012-12-12,2012-12-13,2,Belcourt Theatre,,Film,2012,,,,,
The Comedy,2012-12-14,2012-12-17,4,Belcourt Theatre,,Film,2012,,,,,
2012 Sundance Shorts,2012-12-17,2012-12-19,3,Belcourt Theatre,,Film,2012,,,,,
National Lampoons Christmas Vacation,2012-12-21,2012-12-22,2,Belcourt Theatre,,Film,2012,,,,,
It's A Wonderful Life,2012-12-21,2012-12-25,5,Belcourt Theatre,,Film,2012,,,,,
Chasing Ice,2012-12-21,2013-01-03,14,Belcourt Theatre,,Film,2012,,,,,
Vertigo,2012-12-26,2013-01-01,7,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2012,,,,,
The Man Who Knew Too Much,2012-12-27,2013-01-01,6,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2012,,,,,
Rear Window,2012-12-28,2013-01-01,5,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2012,,,,,
The Master,2012-12-28,2013-02-03,38,Belcourt Theatre,,Film,2012,,,,,
Rope,2012-12-29,2013-01-01,4,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2012,,,,,
Blackmail and Murder! (Double feature),2012-12-30,2013-01-03,5,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2012,,,,,
Secret Agent,2012-12-30,2013-01-02,4,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2012,,,,,
The 39 Steps,2012-12-30,2013-01-02,4,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2012,,,,,
The Lady Vanished,2012-12-30,2013-01-03,5,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2012,,,,,
Strangers on a Train,2012-12-31,2013-01-03,4,Belcourt Theatre,,Film,2012,,,,,
The Central Park Five,2013-01-04,2013-01-10,7,Belcourt Theatre,,Film,2013,,,,,
R. Kelly Trapped in the Closet Sing-Along,2013-01-04,2013-01-05,2,Belcourt Theatre,,Film,2013,,,,,
Rebecca,2013-01-04,2013-01-07,4,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2013,,,,,
Suspicion,2013-01-04,2013-01-08,5,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2013,,,,,
North by Northwest,2013-01-05,2013-01-10,6,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2013,,,,,
Notorious,2013-01-05,2013-01-20,16,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2013,,,,,
To Catch a Thief,2013-01-05,2013-01-08,4,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2013,,,,,
Shadow of a Doubt,2013-01-06,2013-01-10,5,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2013,,,,,
Spellbound,2013-01-06,2013-01-08,3,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2013,,,,,
The Trouble with Harry,2013-01-11,2013-01-14,4,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2013,,,,,
The Wrong Man,2013-01-11,2013-01-14,4,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2013,,,,,
Psycho,2013-01-11,2013-01-17,7,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2013,,,,,
Barbara,2013-01-11,2013-01-24,14,Belcourt Theatre,,Film,2013,,,,,
Marnie,2013-01-12,2013-01-17,6,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2013,,,,,
The Birds,2013-01-12,2013-01-17,6,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2013,,,,,
Family Plot,2013-01-13,2013-01-17,5,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2013,,,,,
Frenzy,2013-01-13,2013-01-17,5,Belcourt Theatre,Alfred Hitchcock: Master of Suspense,Film,2013,,,,,
Wayne's World,2013-01-18,2013-01-19,2,Belcourt Theatre,,Film,2013,,,,,
Starlet,2013-01-18,2013-01-23,6,Belcourt Theatre,,Film,2013,,,,,
Tchoupitoulas,2013-01-18,2013-01-24,7,Belcourt Theatre,,Film,2013,,,,,
The Flat,2013-01-18,2013-01-27,10,Belcourt Theatre,,Film,2013,,,,,
Marina Abramovic: The Artist is Present,2013-01-19,2013-01-21,3,Belcourt Theatre,,Film,2013,,,,,
Compliance,2013-01-19,2013-01-22,4,Belcourt Theatre,,Film,2013,,,,,
Diana Vreeland: The Eye Has to Travel,2013-01-19,2013-01-22,4,Belcourt Theatre,,Film,2013,,,,,
Side by Side,2013-01-20,2013-01-22,3,Belcourt Theatre,,Film,2013,,,,,
Neighboring Sounds,2013-01-21,2013-01-22,2,Belcourt Theatre,,Film,2013,,,,,
Neil Young: Journeys,2013-01-23,2013-01-24,2,Belcourt Theatre,,Film,2013,,,,,
The Ballad of Genesis and Lady Jaye,2013-01-23,2013-01-24,2,Belcourt Theatre,,Film,2013,,,,,
Beasts of the Southern Wild,2013-01-25,2013-02-03,10,Belcourt Theatre,,Film,2013,,,,,
Beware of Mr. Baker,2013-01-25,2013-02-07,14,Belcourt Theatre,,Film,2013,,,,,
Sundance Film Festival USA: Mother of George,2013-01-31,2013-01-31,1,Belcourt Theatre,,Film,2013,,,,,
Django,2013-02-01,2013-02-02,2,Belcourt Theatre,,Film,2013,,,,,
Groundhog Day,2013-02-01,2013-02-02,2,Belcourt Theatre,,Film,2013,,,,,
Sound City,2013-02-01,2013-02-23,23,Belcourt Theatre,,Film,2013,,,,,
The Apartment,2013-02-02,2013-02-03,2,Belcourt Theatre,,Film,2013,,,,,
Annie Hall,2013-02-04,2013-02-04,1,Belcourt Theatre,,Film,2013,,,,,
5 Broken Cameras,2013-02-05,2013-02-06,2,Belcourt Theatre,,Film,2013,,,,,
How to Survive a Plague,2013-02-05,2013-02-07,3,Belcourt Theatre,,Film,2013,,,,,
Searching for Sugarman,2013-02-05,2013-02-07,3,Belcourt Theatre,,Film,2013,,,,,
56 Up,2013-02-08,2013-02-21,14,Belcourt Theatre,,Film,2013,,,,,
Amour,2013-02-08,2013-03-10,31,Belcourt Theatre,,Film,2013,,,,,
All Quiet on the Western Front,2013-02-09,2013-02-10,2,Belcourt Theatre,,Film,2013,,,,,
Pootie Tang,2013-02-15,2013-02-16,2,Belcourt Theatre,,Film,2013,,,,,
Oscar Nominated Shorts: Live Action,2013-02-15,2013-02-23,9,Belcourt Theatre,,Film,2013,,,,,
Oscar Nominated Shorts: Animation,2013-02-15,2013-02-25,11,Belcourt Theatre,,Film,2013,,,,,
The Deer Hunter,2013-02-16,2013-02-17,2,Belcourt Theatre,,Film,2013,,,,,
Oscar Nominated Shorts: Documentary,2013-02-17,2013-02-23,7,Belcourt Theatre,,Film,2013,,,,,
Bad Fever,2013-02-21,2013-02-21,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2013,,,,,
Tabu,2013-03-01,2013-03-13,13,Belcourt Theatre,,Film,2013,,,,,
The Big Lebowski,2013-03-01,2013-03-02,2,Belcourt Theatre,,Film,2013,,,,,
John Dies at the End,2013-03-01,2013-03-07,7,Belcourt Theatre,,Film,2013,,,,,
A Place at the Table,2013-03-01,2013-03-14,14,Belcourt Theatre,,Film,2013,,,,,
To Kill a Mockingbird,2013-03-02,2013-03-03,2,Belcourt Theatre,Universal 100th Anniversary,Film,2013,,,,,
Koch,2013-03-08,2013-03-14,7,Belcourt Theatre,,Film,2013,,,,,
Lore,2013-03-08,2013-03-14,7,Belcourt Theatre,,Film,2013,,,,,
Spartacus,2013-03-09,2013-03-10,2,Belcourt Theatre,Universal 100th Anniversary,Film,2013,,,,,
Leviathan,2013-03-14,2013-03-16,3,Belcourt Theatre,,Film,2013,,,,,
Castle in the Sky,2013-03-15,2013-03-16,2,Belcourt Theatre,,Film,2013,,,,,
Oldboy,2013-03-15,2013-03-16,2,Belcourt Theatre,,Film,2013,,,,,
Like Someone in Love,2013-03-15,2013-03-21,7,Belcourt Theatre,,Film,2013,,,,,
The Gatekeepers,2013-03-15,2013-03-28,14,Belcourt Theatre,,Film,2013,,,,,
Winchester '73,2013-03-16,2013-03-17,,Belcourt Theatre,Universal 100th Anniversary,Film,2013,,,,,
YoYo,2013-03-17,2013-03-21,5,Belcourt Theatre,,Film,2013,,,,,
The Suitor,2013-03-18,2013-03-18,1,Belcourt Theatre,,Film,2013,,,,,
Le Grand Amour,2013-03-19,2013-03-19,1,Belcourt Theatre,,Film,2013,,,,,
As Long As You're Healthy,2013-03-20,2013-03-20,1,Belcourt Theatre,,Film,2013,,,,,
Land of Milk and Honey,2013-03-20,2013-03-23,4,Belcourt Theatre,,Film,2013,,,,,
The Unspeakable Act,2013-03-21,2013-03-21,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2013,,,,,
Rust and Bone,2013-03-22,2013-03-28,7,Belcourt Theatre,,Film,2013,,,,,
West of Memphis,2013-03-22,2013-03-30,9,Belcourt Theatre,,Film,2013,,,,,
Stoker,2013-03-22,2013-04-25,35,Belcourt Theatre,,Film,2013,,,,,
The Incredible Shrinking Man,2013-03-23,2013-03-24,2,Belcourt Theatre,Universal 100th Anniversary,Film,2013,,,,,
