Title,Opening Date,Closing Date,Days Played,Company,Series,Category,Year,Season,Notes,Lost,Country,Genre
Miller's Crossing,2013-12-07,2013-12-10,4,Belcourt Theatre,The Coen Brothers: 30 Years,Film,2013,,,,,
Fargo,2013-12-11,2013-12-14,4,Belcourt Theatre,The Coen Brothers: 30 Years,Film,2013,,,,,
"O Brother, Where Art Thou?",2013-12-13,2013-12-14,2,Belcourt Theatre,The Coen Brothers: 30 Years,Film,2013,,,,,
The Big Lebowski,2013-12-13,2013-12-17,5,Belcourt Theatre,The Coen Brothers: 30 Years,Film,2013,,,,,
"Double Feature: O Brother, Where Art Thou? and Down From The Mountain",2013-12-13,2013-12-19,7,Belcourt Theatre,The Coen Brothers: 30 Years,Film,2013,,,,,
The Great Beauty,2013-12-13,2014-02-04,54,Belcourt Theatre,,Film,2013,,,,,
Burn Ater Reading,2013-12-15,2013-12-17,3,Belcourt Theatre,The Coen Brothers: 30 Years,Film,2013,,,,,
A Serious Man,2013-12-15,2013-12-18,4,Belcourt Theatre,The Coen Brothers: 30 Years,Film,2013,,,,,
No Country for Old Men,2013-12-15,2013-12-18,4,Belcourt Theatre,The Coen Brothers: 30 Years,Film,2013,,,,,
Inside Llewyn Davis,2013-12-19,2014-02-20,64,Belcourt Theatre,The Coen Brothers: 30 Years,Film,2013,,,,,
"Differently, Molussia",2013-12-19,2013-12-19,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2013,,,,,
Die Hard,2013-12-20,2013-12-21,2,Belcourt Theatre,,Film,2013,,,,,
It's A Wonderful Life,2013-12-20,2013-12-26,7,Belcourt Theatre,,Film,2013,,,,,
Batman Returns,2013-12-27,2013-12-28,2,Belcourt Theatre,,Film,2013,,,,,
Bettie Page Reveals All,2013-12-27,2014-01-16,21,Belcourt Theatre,,Film,2013,,,,,
"Faster, Pussycat! Kill! Kill!",2014-01-03,2014-01-04,2,Belcourt Theatre,,Film,2014,,,,,
The Sound of Music,2014-01-04,2014-01-12,9,Belcourt Theatre,,Film,2014,,,,,
The Punk Singer,2014-01-08,2014-01-11,4,Belcourt Theatre,,Film,2014,,,,,
Mean Girls,2014-01-10,2014-01-11,2,Belcourt Theatre,,Film,2014,,,,,
Wings,2014-01-11,2014-01-12,2,Belcourt Theatre,,Film,2014,,,,,
Ms. 45,2014-01-15,2014-01-18,4,Belcourt Theatre,,Film,2014,,,,,
Donnie Darko,2014-01-17,2014-01-18,2,Belcourt Theatre,,Film,2014,,,,,
The Devil's Cleavage,2014-01-16,2014-01-16,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2014,,,,,
A Touch of Sin,2014-01-17,2014-01-23,7,Belcourt Theatre,,Film,2014,,,,,
You Can't Take It With You,2014-01-18,2014-01-19,2,Belcourt Theatre,,Film,2014,,,,,
2013 Sundance film Festival Short Films,2014-01-22,2014-01-23,2,Belcourt Theatre,,Film,2014,,,,,
Election,2014-01-24,2014-01-25,2,Belcourt Theatre,,Film,2014,,,,,
The Perverts Guide to Ideology,2014-01-24,2014-02-04,12,Belcourt Theatre,,Film,2014,,,,,
All About Eve,2014-01-25,2014-01-26,2,Belcourt Theatre,,Film,2014,,,,,
Sundance Film Festival USA: Low Down,2014-01-30,2014-01-30,1,Belcourt Theatre,,Film,2014,,,,,
Night of the Comet,2014-01-31,2014-02-01,2,Belcourt Theatre,,Film,2014,,,,,
The Armstrong Lie,2014-01-31,2014-02-09,10,Belcourt Theatre,,Film,2014,,,,,
Gigi,2014-02-01,2014-02-02,2,Belcourt Theatre,,Film,2014,,,,,
Is The Man Who Is Tall Happy?,2014-02-05,2014-02-06,2,Belcourt Theatre,,Film,2014,,,,,
Gloria,2014-02-07,2014-02-26,20,Belcourt Theatre,,Film,2014,,,,,
The Telephone Book,2014-02-07,2014-02-08,2,Belcourt Theatre,,Film,2014,,,,,
One Flew Over the Cuckoo's Nest,2014-02-08,2014-02-09,2,Belcourt Theatre,,Film,2014,,,,,
12 O'Clock Boys,2014-02-12,2014-02-18,7,Belcourt Theatre,,Film,2014,,,,,
Casablanca,2014-02-13,2014-02-16,4,Belcourt Theatre,,Film,2014,,,,,
True Romance,2014-02-14,2014-02-15,2,Belcourt Theatre,,Film,2014,,,,,
Before Midnight,2014-02-15,2014-02-16,2,Belcourt Theatre,,Film,2014,,,,,
Before Sunrise,2014-02-15,2014-02-16,2,Belcourt Theatre,,Film,2014,,,,,
Before Sunset,2014-02-15,2014-02-16,2,Belcourt Theatre,,Film,2014,,,,,
A Field in England,2014-02-19,2014-02-22,4,Belcourt Theatre,,Film,2014,,,,,
Bruce Baillie,2014-02-20,2014-02-20,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2014,,,,,
Dazed and Confused,2014-02-21,2014-02-22,2,Belcourt Theatre,,Film,2014,,,,,
"Like Father, Like Son",2014-02-21,2014-02-27,7,Belcourt Theatre,,Film,2014,,,,,
Oscar Nominated Shorts: Animation,2014-02-21,2014-03-06,14,Belcourt Theatre,,Film,2014,,,,,
Oscar Nominated Shorts: Live Action,2014-02-21,2014-03-06,14,Belcourt Theatre,,Film,2014,,,,,
Amadeus,2014-02-22,2014-02-23,2,Belcourt Theatre,,Film,2014,,,,,
Oscar Nominated Shorts: Documentary,2014-02-22,2014-02-26,5,Belcourt Theatre,,Film,2014,,,,,
Spring Breakers,2014-02-28,2014-03-01,2,Belcourt Theatre,,Film,2014,,,,,
12 Years A Slave,2014-02-28,2014-03-13,14,Belcourt Theatre,,Film,2014,,,,,
Dallas Buyers Club,2014-02-28,2014-03-27,28,Belcourt Theatre,,Film,2014,,,,,
Her,2014-02-28,2014-03-05,6,Belcourt Theatre,,Film,2014,,,,,
Captain Phillips,2014-02-28,2014-03-06,7,Belcourt Theatre,,Film,2014,,,,,
Nebraska,2014-02-28,2014-03-06,7,Belcourt Theatre,,Film,2014,,,,,
2001: A Space Odyssey,2014-03-05,2014-03-13,9,Belcourt Theatre,,Film,2014,,,,,
The Found Footage Festival,2014-03-06,2014-03-06,1,Belcourt Theatre,,Film,2014,,,,,
Visitors,2014-03-07,2014-03-13,7,Belcourt Theatre,,Film,2014,,,,,
Omar,2014-03-07,2014-03-16,10,Belcourt Theatre,,Film,2014,,,,,
Total Recall,2014-03-07,2014-03-08,2,Belcourt Theatre,,Film,2014,,,,,
Punch-Drunk Love,2014-03-06,2014-03-06,1,Belcourt Theatre,,Film,2014,,,,,
Phase IV,2014-03-06,2014-03-06,1,Belcourt Theatre,,Film,2014,,,,,
Akira,2014-03-14,2014-03-15,2,Belcourt Theatre,,Film,2014,,,,,
In Blom,2014-03-14,2014-03-20,7,Belcourt Theatre,,Film,2014,,,,,
Particle Fever,2014-03-14,2014-03-30,17,Belcourt Theatre,,Film,2014,,,,,
The Master,2014-03-16,2014-03-16,1,Belcourt Theatre,,Film,2014,,,,,
Raiders of the Lost Ark,2014-03-18,2014-03-18,1,Belcourt Theatre,,Film,2014,,,,,
Beasts of the Southern Wild,2014-03-19,2014-03-19,1,Belcourt Theatre,,Film,2014,,,,,
Gattaca,2014-03-20,2014-03-20,1,Belcourt Theatre,,Film,2014,,,,,
The Magick Lantern Cycle,2014-03-20,2014-03-20,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2014,,,,,
Altered States,2014-03-21,2014-03-22,2,Belcourt Theatre,,Film,2014,,,,,
Afternoon of a Faun: Tanaquil Le Clercg,2014-03-21,2014-03-27,7,Belcourt Theatre,,Film,2014,,,,,
Stranger by the Lake,2014-03-21,2014-03-27,7,Belcourt Theatre,,Film,2014,,,,,
Enemy,2014-03-21,2014-04-03,14,Belcourt Theatre,,Film,2014,,,,,
Magnolia,2014-03-23,2014-03-23,1,Belcourt Theatre,,Film,2014,,,,,
Primer,2014-03-24,2014-03-24,1,Belcourt Theatre,,Film,2014,,,,,
Robocop,2014-03-28,2014-03-29,2,Belcourt Theatre,,Film,2014,,,,,
Alphaville,2014-03-28,2014-04-02,6,Belcourt Theatre,,Film,2014,,,,,
Child's Pose,2014-03-28,2014-04-03,7,Belcourt Theatre,,Film,2014,,,,,
Veronica Mars,2014-03-28,2014-04-08,12,Belcourt Theatre,,Film,2014,,,,,
In the Game at Casa Azafran,2014-03-29,2014-03-29,1,Belcourt Theatre,,Film,2014,,,,,
"Synecdoche, New York",2014-03-30,2014-03-30,1,Belcourt Theatre,,Film,2014,,,,,
For All Mankind,2014-03-31,2014-03-31,1,Belcourt Theatre,,Film,2014,,,,,
Pat XO,2014-04-02,2014-04-02,1,Belcourt Theatre,,Film,2014,,,,,
Salaam Dunk,2014-04-03,2014-04-03,1,Belcourt Theatre,,Film,2014,,,,,
Our Vinyl Weighs A Ton,2014-04-02,2014-04-03,2,Belcourt Theatre,,Film,2014,,,,,
Elaine Stritch: Shoot Me,2014-04-04,2014-04-10,7,Belcourt Theatre,,Film,2014,,,,,
Nymphomaniac Vol 1,2014-04-04,2014-04-10,7,Belcourt Theatre,,Film,2014,,,,,
Nymphomaniac Vol 2,2014-04-04,2014-04-10,7,Belcourt Theatre,,Film,2014,,,,,
Shogun Assassin,2014-04-04,2014-04-05,2,Belcourt Theatre,,Film,2014,,,,,
Animal House,2014-04-04,2014-04-06,3,Belcourt Theatre,,Film,2014,,,,,
The Princess Bride,2014-04-05,2014-04-06,2,Belcourt Theatre,,Film,2014,,,,,
Walking the Camino: Six Ways to Santiago,2014-04-06,2014-04-13,8,Belcourt Theatre,,Film,2014,,,,,
Breadcrumb Trail,2014-04-07,2014-04-08,2,Belcourt Theatre,,Film,2014,,,,,
Mistaken For Strangers,2014-04-09,2014-04-24,16,Belcourt Theatre,,Film,2014,,,,,
The Room,2014-04-11,2014-04-12,2,Belcourt Theatre,,Film,2014,,,,,
Finding Vivian Maier,2014-04-11,2014-05-08,28,Belcourt Theatre,,Film,2014,,,,,
Under the Skin,2014-04-11,2014-05-08,28,Belcourt Theatre,,Film,2014,,,,,
Caddyshack,2014-04-12,2014-04-13,2,Belcourt Theatre,,Film,2014,,,,,
The Lost Boys w/ Corey Feldman,2014-04-18,2014-04-18,1,Belcourt Theatre,,Film,2014,,,,,
Labyrinth,2014-04-19,2014-04-19,1,Belcourt Theatre,,Film,2014,,,,,
Scream w/ Special Guest Jamie Kennedy,2014-04-19,2014-04-19,1,Belcourt Theatre,,Film,2014,,,,,
Stripes w/ P.J. Soles,2014-04-19,2014-04-19,1,Belcourt Theatre,,Film,2014,,,,,
Stripes,2014-04-20,2014-04-20,1,Belcourt Theatre,,Film,2014,,,,,
Dune,2014-04-25,2014-05-04,10,Belcourt Theatre,,Film,2014,,,,,
Jodorowsky's Dune,2014-04-25,2014-05-08,14,Belcourt Theatre,,Film,2014,,,,,
Groundhog Day,2014-04-26,2014-04-27,2,Belcourt Theatre,,Film,2014,,,,,
The Magick Lantern Cycle,2014-04-30,2014-04-30,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2014,,,,,
Joe,2014-05-02,2014-05-14,13,Belcourt Theatre,,Film,2014,,,,,
Cheap Thrills,2014-05-02,2014-05-03,2,Belcourt Theatre,,Film,2014,,,,,
Carrie,2014-05-09,2014-05-10,2,Belcourt Theatre,,Film,2014,,,,,
Ernest and Celestine,2014-05-09,2014-05-14,6,Belcourt Theatre,,Film,2014,,,,,
Blue Ruin,2014-05-09,2014-05-15,7,Belcourt Theatre,,Film,2014,,,,,
Godzilla: The Japanese Original,2014-05-09,2014-05-22,14,Belcourt Theatre,,Film,2014,,,,,
Le Week-End,2014-05-09,2014-06-05,28,Belcourt Theatre,,Film,2014,,,,,
A Tribute to Canyon Cinema,2014-05-15,2014-05-15,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2014,,,,,
Swingers,2014-05-16,2014-05-17,2,Belcourt Theatre,,Film,2014,,,,,
Teenage,2014-05-16,2014-05-22,7,Belcourt Theatre,,Film,2014,,,,,
The Double,2014-05-16,2014-05-22,7,Belcourt Theatre,,Film,2014,,,,,
Mothra,2014-05-17,2014-05-18,2,Belcourt Theatre,,Film,2014,,,,,
Office Space,2014-05-23,2014-05-24,2,Belcourt Theatre,,Film,2014,,,,,
Belle,2014-05-23,2014-06-26,35,Belcourt Theatre,,Film,2014,,,,,
Palo Alto,2014-05-23,2014-06-05,14,Belcourt Theatre,,Film,2014,,,,,
King Kong,2014-05-24,2014-05-26,3,Belcourt Theatre,,Film,2014,,,,,
Everything is Terrible! Live!,2014-05-27,2014-05-27,1,Belcourt Theatre,,Film,2014,,,,,
Deadly Prey,2014-05-30,2014-05-31,2,Belcourt Theatre,,Film,2014,,,,,
Cold in July,2014-05-30,2014-06-12,14,Belcourt Theatre,,Film,2014,,,,,
King Kong Vs. Godzilla,2014-05-31,2014-06-01,2,Belcourt Theatre,,Film,2014,,,,,
El Topo,2014-06-04,2014-06-04,1,Belcourt Theatre,,Film,2014,,,,,
Ping Pong Summer,2014-06-06,2014-06-15,10,Belcourt Theatre,,Film,2014,,,,,
Top Gun,2014-06-06,2014-06-07,2,Belcourt Theatre,,Film,2014,,,,,
Sorcerer,2014-06-06,2014-06-08,3,Belcourt Theatre,,Film,2014,,,,,
The Holy Mountain,2014-06-11,2014-06-11,1,Belcourt Theatre,,Film,2014,,,,,
Valley Girl,2014-06-13,2014-06-14,2,Belcourt Theatre,,Film,2014,,,,,
Night Moves,2014-06-13,2014-06-26,14,Belcourt Theatre,,Film,2014,,,,,
We Are the Best!,2014-06-13,2014-06-26,14,Belcourt Theatre,,Film,2014,,,,,
Double Indemnity,2014-06-14,2014-06-15,2,Belcourt Theatre,,Film,2014,,,,,
Santa Sangre,2014-06-18,2014-06-18,1,Belcourt Theatre,,Film,2014,,,,,
The Strange Little Cat,2014-06-19,2014-06-19,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2014,,,,,
The Past is a Grotesque Animal,2014-06-19,2014-06-19,1,Belcourt Theatre,,Film,2014,,,,,
Beavis and Butthead Do America,2014-06-20,2014-06-21,2,Belcourt Theatre,,Film,2014,,,,,
The Dance of Reality,2014-06-20,2014-06-26,7,Belcourt Theatre,,Film,2014,,,,,
Supermensch: The Legend of Shep Gordon,2014-06-20,2014-06-30,11,Belcourt Theatre,,Film,2014,,,,,
Sandra,2014-06-21,2014-06-22,2,Belcourt Theatre,,Film,2014,,,,,
The Matrix,2014-06-27,2014-06-28,2,Belcourt Theatre,,Film,2014,,,,,
Obvious Child,2014-06-27,2014-06-30,4,Belcourt Theatre,,Film,2014,,,,,
Only Lovers Left Alive,2014-06-27,2014-07-26,30,Belcourt Theatre,,Film,2014,,,,,
Nothing But a Man,2014-06-28,2014-06-29,2,Belcourt Theatre,,Film,2014,,,,,
Supermensch: TheLegend of Shep Gordon,2014-07-01,2014-07-03,3,Belcourt Theatre,,Film,2014,,,,,
A Hard Day's Night,2014-07-04,2014-07-20,17,Belcourt Theatre,,Film,2014,,,,,
Ghost in the Shell,2014-07-04,2014-07-05,2,Belcourt Theatre,,Film,2014,,,,,
Who Framed Roger Rabbit,2014-07-11,2014-07-12,2,Belcourt Theatre,,Film,2014,,,,,
Life Itself,2014-07-11,2014-07-29,19,Belcourt Theatre,,Film,2014,,,,,
The Buddy Holly Story,2014-07-12,2014-07-13,2,Belcourt Theatre,,Film,2014,,,,,
Bonnie and Clyde,2014-07-16,2014-07-16,1,Belcourt Theatre,,Film,2014,,,,,
Chick Strand,2014-07-17,2014-07-17,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2014,,,,,
Heavy Traffic,2014-07-18,2014-07-19,2,Belcourt Theatre,,Film,2014,,,,,
Snowpiercer,2014-07-18,2014-08-07,21,Belcourt Theatre,,Film,2014,,,,,
Rocky,2014-07-19,2014-07-20,2,Belcourt Theatre,,Film,2014,,,,,
Ikiru,2014-07-20,2014-07-20,1,Belcourt Theatre,,Film,2014,,,,,
Korengal,2014-07-25,2014-07-26,2,Belcourt Theatre,,Film,2014,,,,,
The Texas Chainsaw Massacre,2014-07-25,2014-07-26,2,Belcourt Theatre,,Film,2014,,,,,
Ida,2014-07-25,2014-08-21,28,Belcourt Theatre,,Film,2014,,,,,
On Approval,2014-07-26,2014-07-27,2,Belcourt Theatre,,Film,2014,,,,,
"Norte, The End of History",2014-07-27,2014-07-28,2,Belcourt Theatre,,Film,2014,,,,,
Boyhood,2014-08-01,2014-10-01,62,Belcourt Theatre,,Film,2014,,,,,
Teenage Mutant Ninja Turtles,2014-08-01,2014-08-02,2,Belcourt Theatre,,Film,2014,,,,,
Empire of the Sun,2014-08-02,2014-08-03,2,Belcourt Theatre,,Film,2014,,,,,
Eternal Sunshine of the Spotless Mind,2014-08-08,2014-08-09,2,Belcourt Theatre,,Film,2014,,,,,
The Age of Innocence,2014-08-09,2014-08-10,2,Belcourt Theatre,,Film,2014,,,,,
Wet Hot American Summer,2014-08-15,2014-08-16,2,Belcourt Theatre,,Film,2014,,,,,
The Dog,2014-08-15,2014-08-21,7,Belcourt Theatre,,Film,2014,,,,,
La Ultima Pelicula,2014-08-21,2014-08-21,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2014,,,,,
Predator,2014-08-22,2014-08-23,2,Belcourt Theatre,,Film,2014,,,,,
Calvary,2014-08-22,2014-09-25,35,Belcourt Theatre,,Film,2014,,,,,
Je Taime Je Taime,2014-08-23,2014-08-24,2,Belcourt Theatre,,Film,2014,,,,,
A Nightmare on Elm Street,2014-08-29,2014-08-30,2,Belcourt Theatre,,Film,2014,,,,,
Doctor Zhivago,2014-08-30,2014-08-31,2,Belcourt Theatre,,Film,2014,,,,,
Indiana Jones and The Temple of Doom,2014-09-05,2014-09-06,2,Belcourt Theatre,,Film,2014,,,,,
Land Ho!,2014-09-05,2014-09-18,14,Belcourt Theatre,,Film,2014,,,,,
Eraserhead,2014-09-12,2014-09-13,2,Belcourt Theatre,,Film,2014,,,,,
Ashes and Diamonds,2014-09-13,2014-09-14,2,Belcourt Theatre,,Film,2014,,,,,
Mother Joan of the Angels,2014-09-14,2014-09-17,4,Belcourt Theatre,,Film,2014,,,,,
Stop Making Sense,2014-09-17,2014-09-18,2,Belcourt Theatre,,Film,2014,,,,,
Story of My Death,2014-09-17,2014-09-17,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2014,,,,,
The Trip to Italy,2014-09-20,2014-10-08,19,Belcourt Theatre,,Film,2014,,,,,
Mood Indigo,2014-09-20,2014-10-04,15,Belcourt Theatre,,Film,2014,,,,,
The Saragossa Manuscript,2014-09-20,2014-09-22,3,Belcourt Theatre,,Film,2014,,,,,
Blind Chance,2014-09-21,2014-09-21,1,Belcourt Theatre,,Film,2014,,,,,
Camouflage,2014-09-21,2014-09-21,1,Belcourt Theatre,,Film,2014,,,,,
Hook,2014-09-22,2014-09-22,1,Belcourt Theatre,,Film,2014,,,,,
Man of Iron,2014-09-23,2014-09-27,5,Belcourt Theatre,,Film,2014,,,,,
The Zero Theorem,2014-09-24,2014-09-27,4,Belcourt Theatre,,Film,2014,,,,,
Frank,2014-09-26,2014-10-04,9,Belcourt Theatre,,Film,2014,,,,,
The Skeleton Twins,2014-09-26,2014-11-06,42,Belcourt Theatre,,Film,2014,,,,,
The Adventures of Baron Munchausen,2014-09-26,2014-09-27,2,Belcourt Theatre,,Film,2014,,,,,
The Hour-Glass Sanatorium,2014-09-28,2014-09-29,2,Belcourt Theatre,,Film,2014,,,,,
The Illumination,2014-09-28,2014-09-29,2,Belcourt Theatre,,Film,2014,,,,,
Weeknight Rewind,2014-09-30,2014-11-25,57,Belcourt Theatre,,Film,2014,,,,,
Paprika,2014-10-03,2014-10-04,2,Belcourt Theatre,,Film,2014,,,,,
Finding Fela,2014-10-03,2014-10-08,6,Belcourt Theatre,,Film,2014,,,,,
A Short Film About Killing,2014-10-04,2014-10-05,2,Belcourt Theatre,,Film,2014,,,,,
Pharoah,2014-10-05,2014-10-05,1,Belcourt Theatre,,Film,2014,,,,,
The Son of the Sheik,2014-10-09,2014-10-09,1,Belcourt Theatre,,Film,2014,,,,,
The Room,2014-10-10,2014-10-11,2,Belcourt Theatre,,Film,2014,,,,,
"20,000 Days on Earth",2014-10-10,2014-10-22,13,Belcourt Theatre,,Film,2014,,,,,
The Disaster Artist,2014-10-11,2014-10-11,1,Belcourt Theatre,,Film,2014,,,,,
Los Angeles Plays Itself,2014-10-11,2014-10-12,2,Belcourt Theatre,,Film,2014,,,,,
Advanced Style,2014-10-12,2014-10-19,8,Belcourt Theatre,,Film,2014,,,,,
Harmontown,2014-10-13,2014-10-14,2,Belcourt Theatre,,Film,2014,,,,,
Fifi Howls From Happiness,2014-10-14,2014-10-15,2,Belcourt Theatre,,Film,2014,,,,,
Memphis,2014-10-15,2014-10-18,4,Belcourt Theatre,,Film,2014,,,,,
Valerie and Her Week of Wonders,2014-10-16,2014-10-16,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2014,,,,,
Life Force,2014-10-17,2014-10-18,2,Belcourt Theatre,,Film,2014,,,,,
No No: A Documentary,2014-10-17,2014-10-18,2,Belcourt Theatre,,Film,2014,,,,,
Bjork: Biophilia Live,2014-10-17,2014-10-19,3,Belcourt Theatre,,Film,2014,,,,,
Alive Inside,2014-10-18,2014-10-22,5,Belcourt Theatre,,Film,2014,,,,,
The Green Prince,2014-10-19,2014-10-21,3,Belcourt Theatre,,Film,2014,,,,,
Last Days In Vietnam,2014-10-20,2014-10-22,3,Belcourt Theatre,,Film,2014,,,,,
Keep On Keepin' On,2014-10-24,2014-10-30,7,Belcourt Theatre,,Film,2014,,,,,
Dear White People,2014-10-24,2014-11-25,33,Belcourt Theatre,,Film,2014,,,,,
Don't Look Now,2014-10-25,2014-10-26,2,Belcourt Theatre,,Film,2014,,,,,
Shaun of the Dead,2014-10-25,2014-10-25,1,Belcourt Theatre,12 Hours of Terror,Film,2014,,,,,
The Babadook,2014-10-25,2014-10-25,1,Belcourt Theatre,12 Hours of Terror,Film,2014,,,,,
Ninja III: The Domination,2014-10-25,2014-10-25,1,Belcourt Theatre,12 Hours of Terror,Film,2014,,,,,
Inside,2014-10-25,2014-10-25,1,Belcourt Theatre,12 Hours of Terror,Film,2014,,,,,
Neon Maniacs,2014-10-25,2014-10-25,1,Belcourt Theatre,12 Hours of Terror,Film,2014,,,,,
Just Before Dawn,2014-10-25,2014-10-25,1,Belcourt Theatre,12 Hours of Terror,Film,2014,,,,,
Tenebrae ,2014-10-25,2014-10-25,1,Belcourt Theatre,12 Hours of Terror,Film,2014,,,,,
Birdman,2014-10-30,2015-03-07,129,Belcourt Theatre,,Film,2014,,,,,
The Rocky Horror Picture Show,2014-10-31,2014-11-01,2,Belcourt Theatre,,Film,2014,,,,,
Twin Peaks: Fire Walk With Me,2014-11-07,2014-11-08,2,Belcourt Theatre,,Film,2014,,,,,
Hiroshima Mon Amour,2014-11-07,2014-11-13,7,Belcourt Theatre,,Film,2014,,,,,
Dumb and Dumber,2014-11-14,2014-11-15,2,Belcourt Theatre,,Film,2014,,,,,
Listen Up Philip,2014-11-14,2014-11-25,12,Belcourt Theatre,,Film,2014,,,,,
Rome Open City,2014-11-15,2014-11-16,2,Belcourt Theatre,,Film,2014,,,,,
R.E.M. By MTV,2014-11-18,2014-11-18,1,Belcourt Theatre,,Film,2014,,,,,
Stations of the Elevated,2014-11-20,2014-11-20,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2014,,,,,
Purple Rain,2014-11-21,2014-11-22,2,Belcourt Theatre,,Film,2014,,,,,
Vertigo,2014-11-21,2014-11-25,5,Belcourt Theatre,,Film,2014,,,,,
Citizenfour,2014-11-26,2014-12-24,29,Belcourt Theatre,,Film,2014,,,,,
"Planes, Trains and Automobiles",2014-11-28,2014-11-29,2,Belcourt Theatre,,Film,2014,,,,,
The Music Man,2014-11-29,2014-11-30,2,Belcourt Theatre,,Film,2014,,,,,
Why Don't You Play In Hell?,2014-12-05,2014-12-11,7,Belcourt Theatre,,Film,2014,,,,,
Cowboy Bebop: The Movie,2014-12-05,2014-12-06,2,Belcourt Theatre,,Film,2014,,,,,
White Christmas,2014-12-06,2014-12-11,6,Belcourt Theatre,,Film,2014,,,,,
Mars Attacks!,2014-12-12,2014-12-13,2,Belcourt Theatre,,Film,2014,,,,,
An Affair to Remember,2014-12-13,2014-12-14,2,Belcourt Theatre,,Film,2014,,,,,
Burroughs: The Movie,2014-12-17,2014-12-18,2,Belcourt Theatre,,Film,2014,,,,,
The T.A.M.I. Show,2014-12-18,2014-12-18,1,Belcourt Theatre,The Light and Sound Machine at Third Man Records,Film,2014,,,,,
Eyes Wide Shut,2014-12-19,2014-12-20,2,Belcourt Theatre,,Film,2014,,,,,
It's A Wonderful Life,2014-12-19,2014-12-25,7,Belcourt Theatre,,Film,2014,,,,,
The Babadook,2014-12-24,2015-01-17,25,Belcourt Theatre,,Film,2014,,,,,
The Interview,2014-12-25,2015-01-15,22,Belcourt Theatre,,Film,2014,,,,,
Gremlins,2014-12-26,2014-12-27,2,Belcourt Theatre,,Film,2014,,,,,
Mr. Smith Goes To Washington,2014-12-26,2015-01-01,7,Belcourt Theatre,,Film,2014,,,,,
NAS: Time is Illmatic,2014-12-26,2014-12-28,3,Belcourt Theatre,,Film,2014,,,,,
It Happened One Night,2014-12-26,2014-12-29,4,Belcourt Theatre,,Film,2014,,,,,
Lost Horizon,2014-12-26,2014-12-30,5,Belcourt Theatre,,Film,2014,,,,,
Mr. Deeds Goes to Town,2014-12-26,2014-12-30,5,Belcourt Theatre,,Film,2014,,,,,
The Tale of Princess Kaguya,2014-12-26,2015-01-15,21,Belcourt Theatre,,Film,2014,,,,,
You Can't Take It With You,2014-12-27,2014-12-31,5,Belcourt Theatre,,Film,2014,,,,,
THE GODFATHER,2015-01-01,2015-01-03,3,Belcourt Theatre,,Film,2015,,,,,
"THE GODFATHER, PART II",2015-01-01,2015-01-04,4,Belcourt Theatre,,Film,2015,,,,,
FORCE MAJEURE,2015-01-02,2015-01-15,14,Belcourt Theatre,,Film,2015,,,,,
NATIONAL GALLERY,2015-01-02,2015-01-08,7,Belcourt Theatre,,Film,2015,,,,,
NEW YEAR'S EVIL,2015-01-02,2015-01-03,2,Belcourt Theatre,,Film,2015,,,,,
