Year,Title,IMDb Title,IMDb Year,Director,Cast,Country,Certification,Genre,Runtime,Poster URL,Plot Outline,IMDb URL
2004.0,The Guerrero Project,The Guerrero Project,2004,Karuna Eberl,James Avery,United States,United States:Not Rated,Documentary,58,"https://m.media-amazon.com/images/M/MV5BMTIxMzM5NTAwM15BMl5BanBnXkFtZTcwMjc2NDgyMQ@@._V1_SY150_CR7,0,101,150_.jpg","In 1827 the slave ship Guerrero struck tragedy when it sank off the coast of Florida during a high-speed chase through reef infested waters. Through rough weather, cannon fire and deception begins a three-year saga involving 561 captive Africans that includes five nations. Join us as modern-day expeditions race to locate the ship's remains and ""The Guerrero Project"" unfolds with intense emotion, gritty reality, high-seas adventure and persistent hope for an ultimate resolution to this lost piece of history.",https://www.imdb.com/title/tt0427316/
2004.0,All Dogs Christmas Carol,An All Dogs Christmas Carol,1998,"Paul Sabella, Gary Selvaggio","Ernest Borgnine, Dom DeLuise, Sheena Easton, Taylor Emerson","United States, Taiwan, Canada, Spain, Thailand","Australia:G, Denmark:A, Germany:6, Italy:T, Norway:7, United States:G, United States:TV-Y::(DVD rating), United States:TV-Y7::(FV), United States:TV-Y7-FV::(TV rating), United States:TV-G::(video rating)","Animation, Adventure, Comedy, Family, Fantasy, Musical",73,"https://m.media-amazon.com/images/M/MV5BMDIwODM2ZjgtMDg2YS00ZjJmLWFjZDAtYmRkOWI5MDEyZTNlXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",Charlie and Itchy are back with Sasha and the gang having a Dicken's of a time as they try to save Christmas from Carface and a demon named Belladonna wishes to use dogs all over the world to ruin Christmas forever.,https://www.imdb.com/title/tt0166960/
2004.0,Vodka Lemon,Vodka Lemon,2003,Hiner Saleem,"Romen Avinian, Lala Sarkissian, Ivan Franek, Ruzan Mesropyan","France, Italy, Switzerland, Armenia","Australia:PG, France:Tous publics, Italy:T, Sweden:7, Switzerland:10::(canton of Geneva), Switzerland:10::(canton of Vaud), United Kingdom:PG","Comedy, Drama",90,"https://m.media-amazon.com/images/M/MV5BMTc1MzAxNjg4NF5BMl5BanBnXkFtZTcwMTg0NDYzMQ@@._V1_SY150_CR1,0,101,150_.jpg","In a remote, isolated Yazidi Kurdish village in post-Soviet Armenia, Hamo, a widower with a pitiful pension and three worthless sons, travels daily to his wife's grave. There he meets the lovely Nina, who is communing with her late husband. The two are penniless--she works in a local bar that is about to close down, while he has been forced to start selling his meager possessions. All seems hopelessly bleak, yet when Hamo begins to court Nina, their unexpected love revitalizes them.",https://www.imdb.com/title/tt0379577/
2004.0,Cowboy Bebop: The Movie,Cowboy Bebop: The Movie - Featurettes,2003,,"Steve Blum, Beau Billingslea, Melissa Fahn, Megumi Hayashibara",United States,United States:Not Rated,"Documentary, Short",42,"https://m.media-amazon.com/images/M/MV5BYTcyZmMxNTctOWE5ZS00YzE4LWIxOTYtMzdkM2NhZTliMWJlXkEyXkFqcGc@._V1_SY150_CR1,0,101,150_.jpg",,https://www.imdb.com/title/tt7708606/
2004.0,Chanuka at Bubbe's,,,,,,,,,,,
2004.0,The Christmas Orange,The Christmas Orange,1996,Jean-Louis Lorenzi,"Sophie Aubry, Sylvie Bellet, Jean-Claude Berliocchi, Jean-Yves Berteloot",France,,"Comedy, Drama",119,"https://m.media-amazon.com/images/M/MV5BNjRhMzAyMDktNzc0Zi00ZWE4LTk5NWQtOThmYTZiNGRhY2E0XkEyXkFqcGc@._V1_SY150_CR5,0,101,150_.jpg","Shortly before WW1,in a small village,Pierre and the schoolteacher become lovers. The school mistress has noticed how clever Pierre's sister is and she urges the family to help their daughter to continue her studies ,which was not obvious at a time they needed help on the farms.The twentieth century had just begun and most of the peasants did not believe in education.Besides,Jules Ferry's schools were Godless schools and most of the people thought they were nothing but heathen places.The war breaks out ,and the young mean are leaving their country,all full of joy and enthusiasm.",https://www.imdb.com/title/tt0136444/
2004.0,It's a Wonderful Life,It's a Wonderful Life,1946,Frank Capra,"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell",United States,"Argentina:Atp, Australia:G, Australia:PG, Brazil:Livre, Canada:G::(Manitoba/Nova Scotia/Quebec), Canada:F::(Ontario), Canada:PG, Denmark:A, Ecuador:Sin Calificación::(self-applied), Egypt:Not Rated, Finland:K-7, Finland:S, Finland:K-16, France:Tous publics, Germany:6, Greece:K, Hong Kong:I, Hungary:12, Iceland:L, Iceland:Unrated, India:U, India:PG, Indonesia:13+::(self-applied), Ireland:G, Israel:9+::(self-applied), Italy:T, Japan:G, Japan:Unrated, Mexico:A, Netherlands:6, New Zealand:G, New Zealand:PG, Nigeria:PG, Norway:A, Norway:16, Philippines:G, Philippines:PG::(self-applied), Poland:12::(self-applied), Portugal:M/12::(Qualidade), Saudi Arabia:Not Rated, Saudi Arabia:G::(new rating), Saudi Arabia:PG, Singapore:PG, South Korea:12, Spain:A, Sweden:15, Sweden:7, Taiwan:0+, Turkey:7+::(self-applied), United Kingdom:A, United Kingdom:U, United States:TV-G, United States:Passed::(National Board of Review), United States:TV-PG::(TV rating), United States:Approved, United States:PG, United Arab Emirates:G::(self-applied)","Drama, Family, Fantasy, Romance",130,"https://m.media-amazon.com/images/M/MV5BMDM4OWFhYjEtNTE5Yy00NjcyLTg5N2UtZDQwNDZlYjlmNDU5XkEyXkFqcGc@._V1_SY150_CR1,0,101,150_.jpg","George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Mr. Potter finds the misplaced money and hides it from Uncle Billy. When the bank examiner discovers the shortage later that night, George realizes that he will be held responsible and sent to jail and the company will collapse, finally allowing Mr. Potter to take over the town. Thinking of his wife, Mary, their four children, and others he loves will be better off with him dead, he contemplates suicide. But the prayers of his loved ones result in his guardian angel named Clarence Odbody coming to Earth to help him, with the promise of earning his wings. He shows him what things would have been like if he had never been born.",https://www.imdb.com/title/tt0038650/
2004.0,White Christmas,White Christmas,1954,Michael Curtiz,"Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen",United States,"Argentina:Atp, Australia:G, Brazil:Livre, Canada:G::(Manitoba/Nova Scotia/Quebec), Canada:PG::(Ontario), Denmark:7::(DVD and Blu-ray rating), Finland:S, Finland:K-7::(VHS and DVD rating), France:Tous publics, Iceland:L, Israel:8+::(self-applied), Italy:T, Japan:G, Netherlands:AL, Netherlands:AL, New Zealand:G::(DVD rating), Norway:A::(SkyShowtime), Norway:7::(video rating), Norway:A::(cinema rating), Poland:7::(self-applied), Russia:0+, Russia:6+::(new rating), South Korea:All, Spain:A, Spain:7, Sweden:Btl, United Kingdom:U, United States:Not Rated, United States:TV-G::(DVD rating), United States:Approved, United States:TV-PG::(TV rating), United Arab Emirates:G::(Blu-ray rating), West Germany:12::(f)","Comedy, Musical, Romance",120,"https://m.media-amazon.com/images/M/MV5BYzZlOTBmZDgtMWIwMS00YTNlLTllNWYtZTk1MmY0ZWU3MzQzXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","Having left the Army following W.W.II, Bob Wallace and Phil Davis team up to become a top song-and-dance act. Davis plays matchmaker and introduces Wallace to a pair of beautiful sisters (Betty and Judy) who also have a song-and-dance act. When Betty and Judy travel to a Vermont lodge to perform a Christmas show, Wallace and Davis follow, only to find their former commander, General Waverly, as the lodge owner. A series of romantic mix-ups ensue as the performers try to help the General.",https://www.imdb.com/title/tt0047673/
2004.0,Dora's Christmas,National Lampoon's Christmas Vacation,1989,Jeremiah S. Chechik,"Chevy Chase, Beverly D'Angelo, Juliette Lewis, Johnny Galecki",United States,"Argentina:13, Australia:M, Brazil:14::(video rating), Canada:PG::(Manitoba/Ontario), Canada:14::(Nova Scotia), Canada:13+::(Quebec), Canada:G::(Quebec), Denmark:A, Ecuador:12::(self-applied), Egypt:Not Rated::(DVD rating), Finland:S, France:Tous publics, Greece:K-12, Hungary:12, Iceland:L, India:U, Ireland:PG, Ireland:12::(DVD), Israel:13::(self-applied), Italy:T, Japan:G, Malaysia:U, Mexico:B, Netherlands:6, New Zealand:PG, Norway:9::(TV rating), Norway:7::(iTunes rating), Norway:15::(video rating), Peru:14, Philippines:PG-13::(self-applied), Poland:7::(self-applied), Russia:12+, Singapore:PG, South Africa:A, South Korea:15, Spain:A, Sweden:7, Turkey:13+::(self-applied), United Kingdom:12A, United Kingdom:PG, United Kingdom:12A, United States:TV-MA::(AMC), United States:TV-14::(TV rating), United States:PG-13, United Arab Emirates:PG-15::(self-applied), West Germany:6",Comedy,97,"https://m.media-amazon.com/images/M/MV5BZDgxYzI2YWItNmUyNS00ZWE4LWEzZDctYTk1M2VkYjhkOWVmXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","It's Christmas time and the Griswolds are preparing for a family seasonal celebration, but things never run smoothly for Clark, his wife Ellen and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going knowing that his Christmas bonus is due soon.",https://www.imdb.com/title/tt0097958/
2004.0,Bottle Rocket,Bottle Rocket,1996,Wes Anderson,"Luke Wilson, Owen Wilson, Ned Dowd, Shea Fowler",United States,"Argentina:16, Australia:M, Canada:14A, Germany:12, Iceland:L, Ireland:15, Netherlands:12, Norway:15, Poland:12::(TV rating), Singapore:PG, Singapore:NC-16::(DVD rating), South Korea:15, Spain:A, Taiwan:6+, United Kingdom:15::(video rating), United States:R","Comedy, Crime, Drama",91,"https://m.media-amazon.com/images/M/MV5BNDlmNWY5NmMtZDNiMS00YjQ1LTg5NmItZmE5ZWEwNDg2MzhjXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg","Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hare-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry. With the help of their pathetic neighbor and pal Bob, Anthony and Dignan pull a job and hit the road, where Anthony finds love with motel maid Inez. When our boys finally hook up with Mr. Henry, the ensuing escapade turns out to be far from what anyone expected.",https://www.imdb.com/title/tt0115734/
2004.0,Rushmore,Rushmore,1998,Wes Anderson,"Jason Schwartzman, Bill Murray, Olivia Williams, Seymour Cassel",United States,"Argentina:13, Australia:M, Brazil:14, Canada:14A::(Ontario), Denmark:A, Finland:K-12, France:Tous publics, Germany:6, Iceland:L, India:UA, Indonesia:17+::(self-applied), Ireland:15, Italy:T::(dvd rating), Japan:R15+, Netherlands:12, New Zealand:M, Norway:11, Poland:16, Portugal:M/12, Singapore:PG, South Korea:12, Spain:A::(self-applied), Sweden:Btl, Taiwan:12+::(DVD rating), Taiwan:6+::(festival rating), Turkey:15+::(DVD rating), United Kingdom:15, United States:R, United Arab Emirates:15+::(DVD rating)","Comedy, Drama, Romance",93,"https://m.media-amazon.com/images/M/MV5BZmM2MTNhYWItMDc4Yi00MTM3LWI3YTctYjE1NWRjNTczYjI5XkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg","Max Fischer is a precocious 15-year-old whose reason for living is his attendance at Rushmore, a private school where he's not doing well in any of his classes, but where he's the king of extracurricular activities - from being in the beekeeping society to writing and producing plays, there's very little after school he doesn't do. His life begins to change, however, when he finds out he's on academic probation, and when he stumbles into love with Miss Cross, a pretty teacher of the elementary school at Rushmore. Added to the mix is his friendship with Herman Blume, wealthy industrialist and father to boys who attend the school, and who also finds himself attracted to Miss Cross. Max's fate becomes inextricably tied to this odd love triangle, and how he sets about resolving it is the story in the film.",https://www.imdb.com/title/tt0128445/
2004.0,Undertow,Undertow,2004,David Gordon Green,"Jamie Bell, Kristen Stewart, Robert Longstreet, Terry Loughlin",United States,"Argentina:16, Australia:MA, Australia:M::(TV rating), Brazil:16, Finland:K-15, Germany:16, Ireland:16, Netherlands:16, New Zealand:R16, Singapore:NC-16, Taiwan:12+, United Kingdom:15, United States:R","Drama, Thriller",108,"https://m.media-amazon.com/images/M/MV5BMjY2ZTRjY2YtMmI5OC00NTM3LWFkMzktN2RkZWM3YmNlZTI0XkEyXkFqcGc@._V1_SY150_CR6,0,101,150_.jpg","Following the death of his wife Audrey, John Munn moves with his two sons, mid-teen Chris Munn and adolescent Tim Munn, to a pig farm in rural Drees County, Georgia, where they lead a reclusive life. The boys' maternal grandparents no longer visit due to being out of sorts with John. Chris is rebelling against this life in ways where he is regularly picked up by the police. Because of Tim's young age and health issues, Chris is routinely asked by their father to do more than his fair share of work around the farm. Into their lives returns Deel Munn, John's brother who the two boys did not even know existed. John emotionally distanced himself from Deel following Audrey's death and Deel's incarceration, Deel who has just been released from prison. John, however, welcomes his brother in a effort to mend old wounds, and for the boys to get to know one of their few relations. They will all soon learn that Deel has ulterior motives for his visit, those motives emerging largely from those wounds, and which has the boys fighting for their own survival in more ways than one.",https://www.imdb.com/title/tt0360130/
2004.0,Retro TV,,,,,,,,,,,
2004.0,Goodfellas,Goodfellas,1990,Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco",United States,"Argentina:18, Argentina:16, Australia:R18+, Australia:MA15+::(TV rating), Brazil:16::(Netflix self-rating), Brazil:14, Canada:18A, Canada:18A::(British Columbia), Canada:PA::(Manitoba), Canada:R::(Nova Scotia), Canada:13+::(Quebec), Canada:14A::(Alberta), Canada:14A::(Ontario), Canada:18A::(Ontario), Chile:18, Colombia:15, Czechia:15, Denmark:15, Ecuador:18::(self-applied), Egypt:18+::(self-applied), Finland:K-16, France:16, Germany:16, Greece:K-16, Hong Kong:II, Hong Kong:IIB, Hungary:16, Hungary:18, Iceland:16, India:A, Indonesia:17+::(self-applied), Ireland:18, Israel:16, Italy:VM14, Japan:PG-12, Japan:R15+, Lithuania:N-16, Malaysia:18SG, Maldives:18+, Mexico:C, Netherlands:16, New Zealand:R16, Nigeria:15, Norway:18::(cinema rating), Norway:15::(iTunes rating), Peru:18, Philippines:R-18, Poland:16, Portugal:M/16::(Qualidade), Russia:16+, Singapore:M18, South Africa:16, South Korea:18, South Korea:19::(TV rating), Spain:18, Sweden:15, Switzerland:16::(canton of Bern), Taiwan:R-15, Thailand:u 15+::(self-applied), Turkey:18+, United Kingdom:18, United States:TV-MA::(LV), United States:TV-14::(TV rating), United States:R, United Arab Emirates:18+::(self-applied), Vietnam:C18","Biography, Crime, Drama",145,"https://m.media-amazon.com/images/M/MV5BN2E5NzI2ZGMtY2VjNi00YTRjLWI1MDUtZGY5OWU1MWJjZjRjXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","Henry Hill might be a small time gangster, who may have taken part in a robbery with Jimmy Conway and Tommy De Vito, two other gangsters who might have set their sights a bit higher. His two partners could kill off everyone else involved in the robbery, and slowly start to think about climbing up through the hierarchy of the Mob. Henry, however, might be badly affected by his partners' success, but will he consider stooping low enough to bring about the downfall of Jimmy and Tommy?",https://www.imdb.com/title/tt0099685/
2004.0,The Rocky Horror Picture Show,The Rocky Horror Picture Show,1975,Jim Sharman,"Tim Curry, Susan Sarandon, Barry Bostwick, Richard O'Brien","United Kingdom, United States","Argentina:X, Argentina:16, Australia:M, Brazil:14, Brazil:14, Brazil:18, Bulgaria:C, Canada:14A::(Alberta), Canada:R::(Nova Scotia), Canada:AA::(Ontario), Canada:G::(Quebec), Canada:PG::(Saskatchewan), Chile:14, Finland:K-14, France:Tous publics::(1970s), France:12, Germany:12, Hong Kong:II, Hong Kong:IIB, Iceland:12, India:UA, India:A::(1970s), Ireland:12A, Ireland:18::(video), Ireland:12A, Ireland:15::(video), Israel:15+::(self-applied), Italy:VM14, Japan:R, Japan:G::(Prime Video rating), Malaysia:U, Maldives:15+::(recommended rating), Mexico:C, Netherlands:16, New Zealand:M, New Zealand:R18, New Zealand:R13, New Zealand:R16, Nigeria:12, Norway:16, Norway:15::(TV rating), Norway:12::(recommended rating), Poland:b.o.::(self-applied), Portugal:M/12, Russia:16+, Saudi Arabia:PG12, Singapore:M18, Singapore:(Banned), Singapore:M18, Singapore:R(A), South Africa:13, South Africa:PG::(DVD), South Korea:18, Spain:18, Spain:16, Spain:13, Sweden:15, Taiwan:12+, Taiwan:15+, United Kingdom:12A, United Kingdom:18::(YouTube), United Kingdom:12A, United Kingdom:12A, United Kingdom:12::(theatrical rating), United Kingdom:15::(VHS), United Kingdom:AA, United States:TV-MA, United States:TV-14, United States:R, United Arab Emirates:Not Rated, West Germany:12","Comedy, Horror, Musical",100,"https://m.media-amazon.com/images/M/MV5BOTg2YzY5ZGYtNDk1My00N2Q2LWFhN2YtZWU5YTkzODIyZGRmXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg","On a wild and rain-swept late-November evening, somewhere at an empty stretch of road outside Ohio's merry Denton, blissfully-affianced, prudish, boringly-innocent young pair Brad Majors (Barry Bostwick) and Janet Weiss (Susan Sarandon) find themselves stranded on their way to visit an ex-tutor. Instead, the couple will inadvertently unearth the cross-dressing Dr. Frank-N-Furter's (Tim Curry's) spooky lair of inexhaustible oddities, just in time to partake in the out-of-this-world mad scientist's proud unveiling of his latest, delightfully extravagant, most daring creation: the ultimate male and the perfect sex symbol: the flaxen-haired Rocky Horror (Peter Hinwood). But, little by little, as the effervescent transgressive force gobbles up whole the unsuspecting visitors of the night, Brad and Janet slowly begin to embrace the potent fascinations of seduction, while an idolized Rocky roams free in the mansion. Who can interrupt man's union with the absolute pleasure?",https://www.imdb.com/title/tt0073629/
2004.0,Taxi Driver,Taxi Driver,1976,Martin Scorsese,"Diahnne Abbott, Frank Adu, Victor Argo, Gino Ardito",United States,"Argentina:18, Argentina:16, Australia:R, Australia:R18+::(current rating), Brazil:14, Canada:18A::(British Columbia), Canada:R::(Manitoba), Canada:13+::(Québec), Canada:14+::(Québec), Canada:18A::(Alberta), Chile:18, Chile:14, Colombia:18, Czechia:12, Denmark:15, Ecuador:15::(self-applied), Egypt:R::(self-applied), Finland:K-16, Finland:K-18, France:16, France:12, Germany:16::(1990s), Greece:K-16, Hong Kong:IIB, Hungary:16, Iceland:16, India:A::(Bombay), Indonesia:D::(DVD rating), Indonesia:21::(self-applied), Ireland:18, Israel:18, Italy:VM14, Japan:R-15, Japan:PG12, Kuwait:18+, Mexico:C, Mexico:B15, Netherlands:16, New Zealand:R18, Norway:15::(iTunes rating), Norway:18::(video rating), Norway:18::(theatrical rating), Norway:18::(theatrical rating), Peru:18, Philippines:R-18, Poland:16::(self-applied), Portugal:M/18, Portugal:M/16, Russia:18+, Singapore:M18, South Africa:16, South Korea:15::(theatrical rating), South Korea:18::(video rating), Spain:18, Spain:12, Spain:13, Sweden:15, Taiwan:12+::(self-applied), Thailand:u 18+::(self-applied), Turkey:18+, United Kingdom:18, United Kingdom:X, United Kingdom:18, United Kingdom:18, United States:TV-MA::(TV-MA-LV), United States:R, United Arab Emirates:18+::(self-applied), West Germany:18","Crime, Drama",114,"https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","Travis Bickle is an ex-Marine and Vietnam War veteran living in New York City. As he suffers from insomnia, he spends his time working as a taxi driver at night, watching porn movies at seedy cinemas during the day, or thinking about how the world, New York in particular, has deteriorated into a cesspool. He's a loner who has strong opinions about what is right and wrong with mankind. For him, the one bright spot in humanity is Betsy, a worker on the presidential nomination campaign of Senator Charles Palantine. After an incident, he believes he has to do whatever he needs to make the world a better place.",https://www.imdb.com/title/tt0075314/
2004.0,Retro TV,,,,,,,,,,,
2005.0,Metallica: Some Kind of Monster,Metallica: Some Kind of Monster,2004,"Joe Berlinger, Bruce Sinofsky","Metallica, Lars Ulrich, Kirk Hammett, Robert Trujillo",United States,"Australia:M, Canada:14A, Chile:16+::(Netflix self-rating), Czechia:12, Denmark:7::(TV rating), Finland:K-3, Germany:12, Ireland:12PG, Netherlands:AL, Norway:A::(cinema rating), Poland:12, Singapore:NC-16, South Korea:15, South Korea:18, Spain:A::(ICAA), Sweden:Btl, Sweden:13::(Netflix self-rating), Switzerland:10::(canton of Geneva), Switzerland:10::(canton of Vaud), Taiwan:Not Rated, United Kingdom:15, United States:Not Rated","Documentary, Music",141,"https://m.media-amazon.com/images/M/MV5BMjA4MzY1Nzc3NF5BMl5BanBnXkFtZTYwMzUxNTU3._V1_SY150_CR0,0,101,150_.jpg",Some Kind of Monster is a music documentary about Metallica's making of their album St. Anger and the difficulties they had to go through in the process. The directors shot over 1200 hours and followed the band around night and day for over a year to create this documentary.,https://www.imdb.com/title/tt0387412/
2005.0,Sex is Comedy,Sex Is Comedy,2002,Catherine Breillat,"Anne Parillaud, Grégoire Colin, Roxane Mesquida, Ashley Wanninger","France, Portugal","Brazil:12, Canada:18A::(Alberta), Canada:18::(Nova Scotia), Canada:R::(Ontario), Canada:16+::(Quebec), Finland:K-15, France:Tous publics avec avertissement, Germany:16, Iceland:16, India:Not Rated, Indonesia:Not Rated, Italy:VM14, Mexico:C, Netherlands:16, New Zealand:R16, South Korea:18, Switzerland:14::(canton of Geneva), Switzerland:14::(canton of Vaud), United Kingdom:18, United States:R, United Arab Emirates:Not Rated","Comedy, Drama, Romance",92,"https://m.media-amazon.com/images/M/MV5BY2E0NWJmYzEtNGM3NC00YThhLThjMTEtYjBlMDQwMWFjZjM4XkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg","Jeanne is a director struggling with a difficult sex scene between two actors who can't stand each other. Aided by her loyal assistant Leo, Jeanne is hell-bent on getting the scene right without compromise. Inspired by Breillat's own experiences (particularly those in ""Fat Girl""), ""Sex is Comedy"" explores the comedy of social manipulations, sex and power that takes place within the confines of a film set.",https://www.imdb.com/title/tt0304678/
2005.0,Retro TV,,,,,,,,,,,
2005.0,Notre Musique,Our Music,2004,Jean-Luc Godard,"Sarah Adler, Nade Dieu, Jean-Christophe Bouvet, Rony Kramer","France, Switzerland","Argentina:13, Brazil:12, Finland:K-11::(video rating), France:Tous publics, Mexico:B, Portugal:M/16, Singapore:PG, South Korea:12, Sweden:7, Switzerland:10::(canton of Geneva), Switzerland:10::(canton of Vaud), Switzerland:16::(canton of Zurich), United Kingdom:12A",Drama,80,"https://m.media-amazon.com/images/M/MV5BMzRkMGNiMzQtZmFiYS00YWZhLWI2NmYtYjA4NTk0MzY2NmJkXkEyXkFqcGc@._V1_SY150_CR2,0,101,150_.jpg","""Notre Music"" is divided in three kingdoms: Hell, Purgatory and Paradise like in the Dante's Inferno in the Divine Comedy. Hell shows footages of many wars; Purgatory mixes reality and fiction in Sarajevo; and Paradise is a surrealistic view of a beach ""protected"" by the American Marines.",https://www.imdb.com/title/tt0360845/
2005.0,Control Room,Control Room,2004,Jehane Noujaim,"Samir Khader, Josh Rushing, George W. Bush, Hassan Ibrahim",United States,"Australia:M, Netherlands:12, New Zealand:M, United Kingdom:15, United States:Not Rated",Documentary,84,"https://m.media-amazon.com/images/M/MV5BOWU2ZWQ3OGQtMTY0Ni00NjEwLThiMDUtZTkwYzgwZDM0YjRiXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","A chronicle which provides a rare window into the international perception of the Iraq War, courtesy of Al Jazeera, the Arab world's most popular news outlet. Roundly criticized by Cabinet members and Pentagon officials for reporting with a pro-Iraqi bias, and strongly condemned for frequently airing civilian causalities as well as footage of American POWs, the station has revealed (and continues to show the world) everything about the Iraq War that the Bush administration did not want it to see.",https://www.imdb.com/title/tt0391024/
2005.0,Balto III: Wings of Change,Balto III: Wings of Change,2004,Phil Weinstein,"Sean Astin, Jodi Benson, Keith Carradine, Bill Fagerbakke",United States,"Argentina:Atp, Australia:G, Brazil:Livre, Denmark:A::(DVD rating), Germany:0, Ireland:G::(DVD rating), Norway:A::(DVD rating), Spain:A::(ICAA), Sweden:Btl::(DVD rating), United Kingdom:U::(DVD rating), United States:TV-Y::(DVD rating), United States:TV-Y7::(FV), United States:TV-PG::(VHS and DVD rating), United States:G, United States:TV-G::(video rating)","Animation, Adventure, Family, Musical",76,"https://m.media-amazon.com/images/M/MV5BYTgyYTVjZjgtZTYwYi00NzcxLTgxODgtZjYzNWZlNTdkMjA4XkEyXkFqcGc@._V1_SY150_CR2,0,101,150_.jpg","The mail in the north used to be delivered by dogsled, but the success of airplane delivery leaves Balto and the other sled dogs feeling neglected. However, when a delivery plane crashes on a mountain side, the sled dogs get the opportunity to show their worth. This story also prominently features Balto's son, Kodi, who was among the puppy litter that we met in Balto II: Wolf Quest.",https://www.imdb.com/title/tt0423849/
2005.0,A Tree of Palme,A Tree of Palme,2002,Takashi Nakamura,"Akiko Hiramatsu, Megumi Toyoguchi, Daisuke Sakaguchi, Yurika Hino",Japan,"Australia:PG, Australia:M::(DVD rating), United States:TV-14","Animation, Adventure, Drama, Fantasy, Romance, Sci-Fi",130,"https://m.media-amazon.com/images/M/MV5BMTk3NzE2NjQ0N15BMl5BanBnXkFtZTcwOTQ5OTcyMQ@@._V1_SY150_CR3,0,101,150_.jpg","Palme is a puppet created by a man for his sickly wife. After her death, Palme becomes paralyzed with sorrow until he happens to cross paths with a woman being pursued who asks him to deliver something precious to a sacred place called Tama.",https://www.imdb.com/title/tt0311618/
2005.0,Moolade,Moolaadé,2003,Ousmane Sembene,"Fatoumata Coulibaly, Maimouna Hélène Diarra, Salimata Traoré, Dominique Zeïda","Senegal, Burkina Faso, Morocco, Tunisia, Cameroon, France","Argentina:13, Australia:M, Finland:K-11, France:Unrated, Germany:12, Iceland:12, Italy:T, Netherlands:12, Sweden:11, Switzerland:12::(canton of Geneva), Switzerland:12::(canton of Vaud), United Kingdom:15, United States:Unrated",Drama,124,"https://m.media-amazon.com/images/M/MV5BYmUwNjYzM2MtYjFiMy00ZjVhLTgzOGMtOTM2YjZkMGJiZWVhXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg","In an African village this is the day when six 4-9-year-old girls are to be 'cut' (the act of female genital mutilation) All children know that the operation is horrible torture and sometimes lethal, and all adults know that some cut women can only give birth by Caesarean section. Two of the girls have drowned themselves in the well to escape the operation. The four other girls seek ""magical protection"" (moolaadé) by a woman (Colle) who seven years before refused to have her daughter circumcised. Moolaadé is indicated by a coloured rope. But no one would dare step over and fetch the children. Moolaadé can only be revoked by Colle herself. Her husband's relatives persuade him to whip her in public into revoking. Opposite groups of women shout to her to revoke or to be steadfast, but no woman interferes. When Colle is at the wedge of fainting, the merchant takes action and stops the maltreatment. Therefore he is hunted out of the village and, when out of sight, murdered.",https://www.imdb.com/title/tt0416991/
2005.0,Spongebob Saturday,,,,,,,,,,,
